NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, flp02
Attached Instruments:, Radiosonde
Station Name:, FabricaForno
Station Latitude:, -16.48428
Station Longitude:, -68.14620
Station Altitude:, 3736.00 [m]
Station Pressure:, 645.43 [mb]
Station Temperature:, 2.500 [deg C]
Station Humidity:, 29.590 [% RH]
Radiosonde Serial Number / ID:, 44591
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 07:04:32, 632, 25472.632, 2.37734, 3.7346, 651.16, 2.45, 2.45, 28.57, -12.49, 22.05, 5.1, 311.576, 21.91, 2.45, -0.01, 3208.72, 0.000, -16.48427, -68.14619, 3.7400, 10, 645.11, 0.03, 90.00, -0.03, 0.00, 0.00, 0.00, 11:05:18, 64.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:33, 572, 25473.572, 2.39300, 3.7346, 651.16, 2.45, 2.45, 28.40, -12.56, 22.05, 5.1, 311.576, 21.91, 2.45, 0.00, 3189.56, 0.000, -16.48427, -68.14619, 3.7400, 10, 645.11, 0.03, 90.00, -0.03, 0.00, 0.00, 0.00, 11:05:19, 64.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:34, 572, 25474.572, 2.40967, 3.7345, 651.17, 2.40, 2.40, 28.57, -12.53, 22.06, 5.1, 311.518, 21.91, 2.40, 0.00, 3197.23, 0.000, -16.48427, -68.14619, 3.7400, 10, 645.11, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:05:20, 64.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:35, 602, 25475.602, 2.42684, 3.7348, 651.15, 2.43, 2.43, 28.79, -12.42, 22.07, 5.1, 311.555, 21.92, 2.43, 0.01, 3228.94, 0.000, -16.48427, -68.14619, 3.7400, 10, 645.11, 0.08, 90.00, -0.03, 0.00, 0.00, 0.00, 11:05:21, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:36, 642, 25476.642, 2.44417, 3.7349, 651.14, 2.43, 2.43, 28.70, -12.46, 22.06, 5.1, 311.557, 21.92, 2.43, 0.01, 3218.86, 0.000, -16.48427, -68.14619, 3.7400, 10, 645.11, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:05:22, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:37, 632, 25477.632, 2.46067, 3.7351, 651.12, 2.38, 2.38, 28.82, -12.45, 22.06, 5.1, 311.503, 21.92, 2.38, 0.00, 3220.93, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.11, 180.00, -0.07, 0.00, 0.00, 0.00, 11:05:23, 51.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:38, 592, 25478.592, 2.47667, 3.7351, 651.12, 2.35, 2.35, 28.73, -12.51, 22.07, 5.1, 311.469, 21.93, 2.35, 0.00, 3203.97, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.11, 180.00, -0.07, 0.00, 0.00, 0.00, 11:05:24, 51.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:39, 644, 25479.644, 2.49420, 3.7351, 651.12, 2.33, 2.33, 28.95, -12.44, 22.08, 5.1, 311.446, 21.93, 2.33, 0.00, 3223.97, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.08, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:25, 51.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:40, 574, 25480.574, 2.50970, 3.7350, 651.13, 2.29, 2.29, 29.46, -12.28, 22.07, 5.1, 311.400, 21.93, 2.29, 0.00, 3271.52, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.05, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:25, 51.9, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:41, 544, 25481.544, 2.52587, 3.7350, 651.13, 2.31, 2.31, 29.04, -12.42, 22.07, 5.1, 311.422, 21.93, 2.31, 0.00, 3229.35, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.03, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:27, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:42, 624, 25482.624, 2.54387, 3.7346, 651.16, 2.35, 2.35, 28.79, -12.49, 22.08, 5.1, 311.463, 21.93, 2.35, 0.00, 3210.48, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.03, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:28, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:43, 634, 25483.634, 2.56070, 3.7346, 651.16, 2.39, 2.39, 28.76, -12.47, 22.08, 5.1, 311.509, 21.94, 2.39, 0.00, 3216.31, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.00, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:29, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:44, 564, 25484.564, 2.57620, 3.7343, 651.19, 2.40, 2.40, 28.73, -12.47, 22.09, 5.1, 311.516, 21.94, 2.40, -0.02, 3215.09, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.00, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:30, 57.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:45, 564, 25485.564, 2.59287, 3.7345, 651.17, 2.38, 2.38, 28.81, -12.45, 22.08, 5.1, 311.496, 21.94, 2.38, -0.02, 3219.57, 0.000, -16.48427, -68.14619, 3.7390, 10, 645.19, 0.11, 62.46, -0.03, 0.00, 0.00, 0.00, 11:05:31, 41.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:46, 564, 25486.564, 2.60954, 3.7345, 651.17, 2.38, 2.38, 29.01, -12.38, 22.09, 5.1, 311.496, 21.95, 2.38, -0.02, 3241.99, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.13, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:32, 51.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:47, 604, 25487.604, 2.62687, 3.7345, 651.17, 2.35, 2.35, 28.90, -12.44, 22.09, 5.1, 311.462, 21.95, 2.35, -0.02, 3222.74, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.15, 43.80, 0.00, 0.00, 0.00, 0.00, 11:05:33, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:48, 594, 25488.594, 2.64337, 3.7349, 651.14, 2.40, 2.40, 28.71, -12.48, 22.10, 5.1, 311.523, 21.95, 2.40, 0.01, 3213.09, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.15, 43.80, 0.00, 0.00, 0.00, 0.00, 11:05:34, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:49, 544, 25489.544, 2.65920, 3.7346, 651.16, 2.41, 2.41, 28.70, -12.47, 22.10, 5.1, 311.531, 21.95, 2.41, 0.00, 3214.17, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.13, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:35, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:50, 644, 25490.644, 2.67754, 3.7344, 651.18, 2.40, 2.40, 28.67, -12.49, 22.10, 5.1, 311.517, 21.96, 2.40, 0.00, 3208.40, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.13, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:35, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:51, 584, 25491.584, 2.69320, 3.7344, 651.18, 2.40, 2.40, 28.79, -12.45, 22.11, 5.1, 311.517, 21.96, 2.40, 0.00, 3221.88, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.15, 43.80, 0.00, 0.00, 0.00, 0.00, 11:05:37, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:52, 644, 25492.644, 2.71087, 3.7345, 651.17, 2.41, 2.41, 28.92, -12.39, 22.10, 5.1, 311.530, 21.96, 2.41, 0.00, 3238.83, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.13, 51.97, -0.03, 0.00, 0.00, 0.00, 11:05:38, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:53, 584, 25493.584, 2.72654, 3.7348, 651.15, 2.40, 2.40, 29.40, -12.21, 22.11, 5.1, 311.521, 21.97, 2.40, 0.00, 3290.52, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.05, 51.97, -0.03, 0.00, 0.00, 0.00, 11:05:39, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:54, 594, 25494.594, 2.74337, 3.7344, 651.18, 2.42, 2.42, 29.23, -12.26, 22.10, 5.1, 311.540, 21.97, 2.42, -0.02, 3275.95, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.05, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:40, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:55, 594, 25495.594, 2.76004, 3.7344, 651.18, 2.43, 2.43, 28.90, -12.38, 22.11, 5.1, 311.551, 21.97, 2.43, -0.03, 3241.17, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.03, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:41, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:56, 584, 25496.584, 2.77654, 3.7341, 651.20, 2.45, 2.45, 28.62, -12.47, 22.11, 5.1, 311.571, 21.97, 2.45, -0.02, 3214.15, 0.000, -16.48428, -68.14619, 3.7400, 10, 645.11, 0.03, 51.97, 0.00, 0.00, 0.00, 0.00, 11:05:42, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:57, 624, 25497.624, 2.79387, 3.7341, 651.20, 2.47, 2.47, 28.26, -12.60, 22.11, 5.1, 311.594, 21.98, 2.47, -0.01, 3178.13, 0.000, -16.48428, -68.14620, 3.7400, 10, 645.11, 0.11, 62.46, 0.00, 0.00, 0.00, 0.00, 11:05:43, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:58, 614, 25498.614, 2.81037, 3.7346, 651.16, 2.47, 2.47, 28.26, -12.60, 22.12, 5.1, 311.599, 21.98, 2.47, 0.00, 3178.33, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.13, 51.97, -0.03, 0.00, 0.00, 0.00, 11:05:44, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:04:59, 594, 25499.594, 2.82670, 3.7350, 651.13, 2.49, 2.49, 28.12, -12.64, 22.11, 5.1, 311.626, 21.98, 2.49, 0.01, 3167.20, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:05:45, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:00, 634, 25500.634, 2.84404, 3.7349, 651.14, 2.48, 2.48, 27.98, -12.70, 22.12, 5.1, 311.613, 21.98, 2.48, 0.01, 3149.08, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 62.46, -0.03, 0.00, 0.00, 0.00, 11:05:45, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:01, 594, 25501.594, 2.86004, 3.7345, 651.17, 2.47, 2.47, 27.95, -12.72, 22.12, 5.1, 311.598, 21.99, 2.47, 0.00, 3143.30, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 62.46, -0.03, 0.00, 0.00, 0.00, 11:05:47, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:02, 604, 25502.604, 2.87687, 3.7350, 651.13, 2.48, 2.48, 28.01, -12.69, 22.12, 5.1, 311.614, 21.99, 2.48, 0.01, 3152.52, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:05:48, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:03, 604, 25503.604, 2.89354, 3.7349, 651.14, 2.53, 2.53, 28.00, -12.65, 22.12, 5.1, 311.670, 21.99, 2.53, 0.01, 3162.61, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.10, 75.39, -0.03, 0.00, 0.00, 0.00, 11:05:49, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:04, 584, 25504.584, 2.90987, 3.7345, 651.17, 2.49, 2.49, 27.95, -12.70, 22.12, 5.1, 311.620, 21.99, 2.49, -0.01, 3147.80, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:05:50, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:05, 534, 25505.534, 2.92570, 3.7343, 651.19, 2.49, 2.49, 28.07, -12.66, 22.13, 5.1, 311.617, 22.00, 2.49, -0.02, 3161.26, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:05:51, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:06, 634, 25506.634, 2.94404, 3.7343, 651.19, 2.48, 2.48, 28.14, -12.64, 22.13, 5.1, 311.606, 22.00, 2.48, -0.03, 3166.90, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:52, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:07, 614, 25507.614, 2.96037, 3.7343, 651.19, 2.46, 2.46, 28.14, -12.65, 22.13, 5.1, 311.584, 22.00, 2.46, -0.03, 3162.38, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:53, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:08, 554, 25508.554, 2.97604, 3.7341, 651.20, 2.44, 2.44, 28.42, -12.56, 22.14, 5.1, 311.560, 22.01, 2.44, -0.03, 3189.34, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:54, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:09, 614, 25509.614, 2.99370, 3.7345, 651.17, 2.44, 2.44, 28.73, -12.44, 22.13, 5.1, 311.564, 22.01, 2.44, -0.02, 3224.39, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:55, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:10, 594, 25510.594, 3.01004, 3.7344, 651.18, 2.44, 2.44, 28.78, -12.42, 22.15, 5.1, 311.562, 22.01, 2.44, -0.02, 3229.97, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:55, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:11, 594, 25511.594, 3.02670, 3.7348, 651.15, 2.43, 2.43, 28.87, -12.39, 22.14, 5.1, 311.555, 22.02, 2.43, 0.00, 3237.94, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:57, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:12, 594, 25512.594, 3.04337, 3.7345, 651.17, 2.44, 2.44, 29.12, -12.29, 22.15, 5.1, 311.564, 22.02, 2.44, 0.00, 3268.30, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:58, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:13, 604, 25513.604, 3.06020, 3.7345, 651.17, 2.44, 2.44, 28.66, -12.47, 22.15, 5.1, 311.564, 22.02, 2.44, 0.01, 3216.51, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, 0.00, 0.00, 0.00, 0.00, 11:05:59, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:14, 594, 25514.594, 3.07670, 3.7348, 651.15, 2.46, 2.46, 28.31, -12.59, 22.15, 5.1, 311.589, 22.02, 2.46, 0.01, 3181.74, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, 0.00, 0.00, 0.00, 0.00, 11:06:00, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:15, 584, 25515.584, 3.09320, 3.7346, 651.16, 2.54, 2.54, 28.28, -12.53, 22.15, 5.1, 311.678, 22.02, 2.54, 0.00, 3196.52, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:01, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:16, 594, 25516.594, 3.11004, 3.7351, 651.12, 2.58, 2.58, 28.39, -12.46, 22.15, 5.1, 311.729, 22.03, 2.58, 0.02, 3218.36, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:02, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:17, 594, 25517.594, 3.12670, 3.7350, 651.13, 2.60, 2.60, 28.06, -12.57, 22.14, 5.1, 311.750, 22.03, 2.60, 0.00, 3185.33, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:03, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:18, 534, 25518.534, 3.14237, 3.7353, 651.11, 2.67, 2.67, 28.37, -12.40, 22.16, 5.1, 311.832, 22.03, 2.67, 0.02, 3236.85, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:04, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:19, 594, 25519.594, 3.16004, 3.7353, 651.11, 2.68, 2.68, 28.33, -12.40, 22.16, 5.1, 311.843, 22.04, 2.68, 0.03, 3234.58, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:05, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:20, 594, 25520.594, 3.17670, 3.7354, 651.10, 2.68, 2.68, 27.83, -12.60, 22.15, 5.1, 311.845, 22.04, 2.68, 0.03, 3177.36, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:05, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:21, 595, 25521.595, 3.19337, 3.7350, 651.13, 2.75, 2.75, 27.94, -12.50, 22.17, 5.1, 311.920, 22.04, 2.75, 0.02, 3205.77, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:06:07, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:22, 575, 25522.575, 3.20970, 3.7351, 651.12, 3.03, 3.03, 28.11, -12.22, 22.17, 5.1, 312.238, 22.04, 3.03, 0.01, 3290.31, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.10, 270.00, -0.03, 0.00, 0.00, 0.00, 11:06:08, 66.8, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:23, 555, 25523.555, 3.22604, 3.7351, 651.12, 3.13, 3.13, 28.02, -12.17, 22.16, 5.1, 312.351, 22.05, 3.13, 0.03, 3303.13, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.10, 270.00, -0.03, 0.00, 0.00, 0.00, 11:06:09, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:24, 595, 25524.595, 3.24337, 3.7349, 651.14, 3.09, 3.09, 27.86, -12.27, 22.17, 5.1, 312.303, 22.05, 3.09, 0.02, 3274.79, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.12, 297.54, -0.03, 0.00, 0.00, 0.00, 11:06:10, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:25, 585, 25525.585, 3.25987, 3.7351, 651.12, 3.11, 3.11, 27.97, -12.21, 22.16, 5.1, 312.328, 22.05, 3.11, 0.03, 3292.54, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.11, 297.54, -0.03, 0.00, 0.00, 0.00, 11:06:11, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:26, 575, 25526.575, 3.27637, 3.7353, 651.11, 3.08, 3.08, 27.91, -12.26, 22.16, 5.1, 312.295, 22.05, 3.08, 0.04, 3278.51, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.12, 297.54, -0.03, 0.00, 0.00, 0.00, 11:06:12, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:27, 585, 25527.585, 3.29320, 3.7351, 651.12, 2.99, 2.99, 27.83, -12.36, 22.18, 5.1, 312.192, 22.06, 2.99, 0.02, 3248.18, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.12, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:13, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:28, 575, 25528.575, 3.30970, 3.7346, 651.16, 2.95, 2.95, 28.08, -12.29, 22.18, 5.1, 312.142, 22.06, 2.95, -0.01, 3267.94, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.11, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:14, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:29, 585, 25529.585, 3.32654, 3.7350, 651.13, 3.00, 3.00, 28.21, -12.20, 22.17, 5.1, 312.202, 22.06, 3.00, 0.00, 3294.97, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.11, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:15, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:30, 575, 25530.575, 3.34304, 3.7350, 651.13, 2.93, 2.93, 28.35, -12.20, 22.18, 5.1, 312.123, 22.07, 2.93, 0.02, 3294.92, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.05, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:15, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:31, 555, 25531.555, 3.35937, 3.7349, 651.14, 2.87, 2.87, 28.43, -12.22, 22.19, 5.1, 312.054, 22.07, 2.87, 0.00, 3290.12, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:17, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:32, 565, 25532.565, 3.37620, 3.7355, 651.09, 2.80, 2.80, 28.19, -12.36, 22.19, 5.1, 311.982, 22.07, 2.80, 0.02, 3246.29, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.00, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:18, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:33, 595, 25533.595, 3.39337, 3.7356, 651.08, 2.83, 2.83, 28.22, -12.33, 22.18, 5.1, 312.017, 22.07, 2.83, 0.04, 3256.75, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.00, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:18, 106.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:34, 585, 25534.585, 3.40987, 3.7351, 651.12, 3.66, 3.66, 28.60, -11.53, 22.19, 5.1, 312.950, 22.07, 3.66, 0.03, 3500.85, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:20, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:35, 595, 25535.595, 3.42670, 3.7351, 651.12, 3.60, 3.60, 28.32, -11.68, 22.20, 5.1, 312.882, 22.08, 3.60, 0.03, 3451.77, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:21, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:36, 585, 25536.585, 3.44320, 3.7350, 651.13, 3.62, 3.62, 28.40, -11.64, 22.20, 5.1, 312.903, 22.08, 3.62, 0.03, 3466.40, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:22, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:37, 575, 25537.575, 3.45970, 3.7355, 651.09, 3.43, 3.43, 29.00, -11.55, 22.19, 5.1, 312.694, 22.08, 3.43, 0.05, 3492.79, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:22, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:05:38, 565, 25538.565, 3.47620, 3.7356, 651.08, 3.19, 3.19, 29.68, -11.48, 22.20, 5.1, 312.424, 22.09, 3.19, 0.04, 3514.67, 0.000, -16.48428, -68.14619, 3.7390, 10, 645.19, 0.03, 297.54, 0.00, 0.00, 0.00, 0.00, 11:06:23, 86.0, 90.0, 0.00, 0.00000, 0.00000, 0.000
