NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, es202
Attached Instruments:, Radiosonde
Station Name:, esc
Station Latitude:, -16.62305
Station Longitude:, -68.12965
Station Altitude:, 4025.00 [m]
Station Pressure:, 646.38 [mb]
Station Temperature:, 10.000 [deg C]
Station Humidity:, 35.320 [% RH]
Radiosonde Serial Number / ID:, 44579
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 19:03:43, 86, 68623.086, 5.83117, 4.2834, 608.10, 1.41, 1.60, 22.20, -16.06, 14.43, 5.4, 316.538, 14.81, 1.60, 0.00, 2477.34, 0.000, -16.39714, -68.10400, 4.2910, 7, 625.35, 0.00, 270.00, 0.14, 0.00, 0.00, 0.00, 11:04:10, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:44, 46, 68624.046, 5.84717, 4.2840, 608.05, 1.40, 1.59, 21.97, -16.18, 14.43, 5.4, 316.534, 14.81, 1.59, 0.02, 2450.05, 0.000, -16.39714, -68.10400, 4.2910, 7, 625.35, 0.08, 270.00, 0.14, 0.00, 0.00, 0.00, 11:04:11, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:45, 76, 68625.076, 5.86434, 4.2843, 608.03, 1.26, 1.45, 21.59, -16.47, 14.43, 5.4, 316.376, 14.82, 1.45, 0.00, 2383.49, 0.000, -16.39714, -68.10400, 4.2910, 7, 625.35, 0.13, 180.00, 0.14, 0.00, 0.00, 0.00, 11:04:12, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:46, 86, 68626.086, 5.88117, 4.2832, 608.11, 1.07, 1.26, 21.53, -16.65, 14.42, 5.4, 316.145, 14.82, 1.26, 0.00, 2344.19, 0.000, -16.39714, -68.10400, 4.2910, 7, 625.35, 0.11, 180.00, 0.14, 0.00, 0.00, 0.00, 11:04:13, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:47, 66, 68627.066, 5.89751, 4.2836, 608.08, 1.44, 1.63, 21.84, -16.21, 14.44, 5.4, 316.576, 14.83, 1.63, 0.00, 2442.42, 0.000, -16.39714, -68.10400, 4.2920, 7, 625.28, 0.13, 231.98, 0.21, 0.00, 0.00, 0.00, 11:04:14, 113.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:48, 26, 68628.026, 5.91351, 4.2842, 608.04, 1.56, 1.75, 21.51, -16.28, 14.45, 5.4, 316.720, 14.83, 1.75, 0.05, 2426.44, 0.000, -16.39714, -68.10400, 4.2920, 7, 625.28, 0.13, 231.98, 0.21, 0.00, 0.00, 0.00, 11:04:15, 113.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:49, 66, 68629.066, 5.93084, 4.2844, 608.02, 1.72, 1.91, 21.80, -16.01, 14.45, 5.4, 316.908, 14.84, 1.91, 0.06, 2487.75, 0.000, -16.39714, -68.10400, 4.2920, 7, 625.28, 0.11, 180.00, 0.21, 0.00, 0.00, 0.00, 11:04:16, 112.9, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:50, 86, 68630.086, 5.94784, 4.2830, 608.13, 1.86, 2.05, 21.63, -15.99, 14.48, 5.4, 317.053, 14.84, 2.05, 0.01, 2492.77, 0.000, -16.39714, -68.10400, 4.2920, 8, 625.28, 0.12, 242.47, 0.21, 0.00, 0.00, 0.00, 11:04:16, 112.9, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:51, 6, 68631.006, 5.96318, 4.2828, 608.14, 1.85, 2.04, 21.65, -15.99, 14.46, 5.4, 317.040, 14.85, 2.04, 0.02, 2493.26, 0.000, -16.39713, -68.10400, 4.2910, 8, 625.35, 0.11, 242.47, 0.10, 0.00, 0.00, 0.00, 11:04:18, 112.5, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:52, 6, 68632.006, 5.97984, 4.2827, 608.15, 1.94, 2.13, 21.34, -16.07, 14.47, 5.4, 317.142, 14.85, 2.13, 0.08, 2473.34, 0.000, -16.39714, -68.10400, 4.2900, 8, 625.43, 0.10, 270.00, 0.07, 0.00, 0.00, 0.00, 11:04:19, 113.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:53, 66, 68633.066, 5.99751, 4.2831, 608.12, 2.08, 2.27, 20.81, -16.24, 14.47, 5.4, 317.308, 14.86, 2.27, 0.05, 2436.19, 0.000, -16.39714, -68.10400, 4.2900, 8, 625.43, 0.10, 270.00, 0.07, 0.00, 0.00, 0.00, 11:04:20, 113.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:54, 66, 68634.066, 6.01418, 4.2828, 608.14, 2.14, 2.33, 20.66, -16.27, 14.47, 5.4, 317.374, 14.86, 2.33, 0.01, 2428.92, 0.000, -16.39714, -68.10400, 4.2890, 8, 625.51, 0.11, 297.53, 0.00, 0.00, 0.00, 0.00, 11:04:21, 114.3, 89.7, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:55, 26, 68635.026, 6.03018, 4.2831, 608.12, 2.08, 2.27, 20.72, -16.28, 14.48, 5.4, 317.308, 14.87, 2.27, 0.00, 2425.63, 0.000, -16.39714, -68.10400, 4.2890, 8, 625.51, 0.05, 297.53, -0.03, 0.00, 0.00, 0.00, 11:04:22, 114.3, 89.7, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:56, 56, 68636.056, 6.04734, 4.2827, 608.15, 1.95, 2.14, 20.78, -16.35, 14.48, 5.4, 317.153, 14.87, 2.14, 0.00, 2410.01, 0.000, -16.39714, -68.10400, 4.2890, 8, 625.51, 0.11, 62.47, -0.07, 0.00, 0.00, 0.00, 11:04:23, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:57, 36, 68637.036, 6.06368, 4.2831, 608.12, 1.80, 1.99, 20.82, -16.45, 14.48, 5.4, 316.985, 14.87, 1.99, 0.03, 2388.95, 0.000, -16.39714, -68.10400, 4.2890, 8, 625.51, 0.15, 43.81, -0.07, 0.00, 0.00, 0.00, 11:04:24, 115.5, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:58, 66, 68638.066, 6.08084, 4.2843, 608.03, 1.68, 1.87, 21.32, -16.29, 14.49, 5.4, 316.860, 14.88, 1.87, 0.02, 2425.83, 0.000, -16.39714, -68.10400, 4.2890, 8, 625.51, 0.13, 51.98, -0.10, 0.00, 0.00, 0.00, 11:04:25, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:03:59, 36, 68639.036, 6.09701, 4.2842, 608.04, 1.84, 2.03, 21.35, -16.15, 14.50, 5.4, 317.043, 14.89, 2.03, 0.00, 2457.27, 0.000, -16.39714, -68.10400, 4.2900, 8, 625.43, 0.13, 51.98, -0.07, 0.00, 0.00, 0.00, 11:04:26, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:00, 6, 68640.006, 6.11318, 4.2840, 608.05, 2.11, 2.30, 21.10, -16.07, 14.50, 5.4, 317.353, 14.89, 2.30, 0.02, 2475.82, 0.000, -16.39714, -68.10400, 4.2900, 9, 625.43, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:04:26, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:01, 56, 68641.056, 6.13068, 4.2835, 608.09, 2.24, 2.43, 21.13, -15.95, 14.50, 5.4, 317.497, 14.90, 2.43, -0.01, 2502.35, 0.000, -16.39714, -68.10400, 4.2900, 9, 625.43, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:04:28, 113.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:02, 66, 68642.066, 6.14751, 4.2832, 608.11, 2.14, 2.33, 20.69, -16.25, 14.52, 5.4, 317.378, 14.90, 2.33, -0.03, 2432.58, 0.000, -16.39714, -68.10400, 4.2900, 9, 625.43, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:04:29, 113.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:03, 76, 68643.076, 6.16434, 4.2838, 608.07, 2.18, 2.37, 20.63, -16.25, 14.53, 5.4, 317.430, 14.90, 2.37, 0.03, 2432.62, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.03, 75.39, -0.07, 0.00, 0.00, 0.00, 11:04:30, 113.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:04, 46, 68644.046, 6.18051, 4.2842, 608.04, 2.21, 2.40, 20.93, -16.08, 14.52, 5.4, 317.470, 14.91, 2.40, 0.04, 2473.50, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.11, 255.39, -0.07, 0.00, 0.00, 0.00, 11:04:31, 113.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:05, 56, 68645.056, 6.19734, 4.2842, 608.04, 2.23, 2.42, 21.05, -16.00, 14.52, 5.4, 317.493, 14.92, 2.42, 0.00, 2491.28, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.11, 242.47, -0.07, 0.00, 0.00, 0.00, 11:04:32, 113.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:06, 56, 68646.056, 6.21401, 4.2843, 608.03, 2.21, 2.40, 21.11, -15.98, 14.53, 5.4, 317.471, 14.92, 2.40, 0.01, 2494.87, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.10, 270.00, -0.10, 0.00, 0.00, 0.00, 11:04:33, 114.3, 89.7, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:07, 46, 68647.046, 6.23051, 4.2843, 608.03, 2.12, 2.31, 20.85, -16.19, 14.54, 5.4, 317.367, 14.93, 2.31, 0.01, 2448.25, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.00, 270.00, -0.07, 0.00, 0.00, 0.00, 11:04:34, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:08, 56, 68648.056, 6.24734, 4.2836, 608.08, 2.06, 2.25, 21.10, -16.10, 14.54, 5.4, 317.291, 14.93, 2.25, -0.01, 2466.86, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.00, 270.00, -0.10, 0.00, 0.00, 0.00, 11:04:35, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:08, 996, 68648.996, 6.26301, 4.2830, 608.13, 2.00, 2.19, 21.02, -16.19, 14.56, 5.4, 317.214, 14.93, 2.19, -0.07, 2446.75, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.10, 75.39, -0.07, 0.00, 0.00, 0.00, 11:04:36, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:10, 56, 68650.056, 6.28068, 4.2831, 608.12, 2.02, 2.21, 20.51, -16.44, 14.55, 5.4, 317.239, 14.94, 2.21, -0.05, 2390.71, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.10, 75.39, -0.07, 0.00, 0.00, 0.00, 11:04:36, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:11, 16, 68651.016, 6.29668, 4.2827, 608.15, 1.98, 2.17, 20.86, -16.29, 14.56, 5.4, 317.188, 14.95, 2.17, -0.06, 2424.52, 0.000, -16.39713, -68.10397, 4.2930, 9, 625.20, 0.33, 250.84, 0.07, 0.00, 0.00, 0.00, 11:04:38, 110.1, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:12, 76, 68652.076, 6.31434, 4.2828, 608.14, 2.14, 2.33, 21.73, -15.73, 14.56, 5.4, 317.374, 14.95, 2.33, -0.02, 2555.05, 0.000, -16.39712, -68.10394, 4.2980, 9, 624.81, 0.77, 247.73, 0.24, 0.00, 0.00, 0.00, 11:04:39, 105.2, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:13, 56, 68653.056, 6.33068, 4.2828, 608.14, 2.20, 2.39, 21.68, -15.70, 14.57, 5.4, 317.443, 14.96, 2.39, -0.04, 2560.12, 0.000, -16.39711, -68.10393, 4.3010, 9, 624.58, 1.00, 246.52, 0.34, 0.00, 0.00, 0.00, 11:04:40, 102.9, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:14, 36, 68654.036, 6.34701, 4.2832, 608.11, 2.05, 2.24, 21.13, -16.10, 14.57, 5.4, 317.275, 14.96, 2.24, -0.04, 2468.49, 0.000, -16.39711, -68.10393, 4.3010, 9, 624.58, 1.03, 243.79, 0.35, 0.00, 0.00, 0.00, 11:04:41, 102.5, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:15, 56, 68655.056, 6.36401, 4.2840, 608.05, 1.92, 2.11, 20.78, -16.38, 14.58, 5.4, 317.134, 14.96, 2.11, 0.03, 2405.24, 0.000, -16.39711, -68.10393, 4.3000, 9, 624.65, 1.11, 246.11, 0.31, 0.00, 0.00, 0.00, 11:04:42, 102.1, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:16, 36, 68656.036, 6.38034, 4.2839, 608.06, 1.91, 2.10, 21.11, -16.21, 14.59, 5.4, 317.121, 14.97, 2.10, 0.01, 2441.73, 0.000, -16.39711, -68.10394, 4.2990, 9, 624.73, 1.01, 245.14, 0.24, 0.00, 0.00, 0.00, 11:04:43, 102.8, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:17, 56, 68657.056, 6.39734, 4.2834, 608.10, 1.89, 2.08, 21.07, -16.25, 14.58, 5.4, 317.092, 14.97, 2.08, -0.03, 2433.45, 0.000, -16.39711, -68.10394, 4.2980, 9, 624.81, 1.01, 245.14, 0.21, 0.00, 0.00, 0.00, 11:04:44, 103.2, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:18, 56, 68658.056, 6.41401, 4.2831, 608.12, 1.96, 2.15, 20.99, -16.24, 14.60, 5.4, 317.169, 14.98, 2.15, -0.05, 2436.30, 0.000, -16.39711, -68.10394, 4.2980, 9, 624.81, 0.93, 241.02, 0.21, 0.00, 0.00, 0.00, 11:04:45, 103.2, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:19, 16, 68659.016, 6.43001, 4.2834, 608.10, 1.89, 2.08, 20.79, -16.39, 14.60, 5.4, 317.092, 14.99, 2.08, 0.01, 2401.04, 0.000, -16.39711, -68.10395, 4.2960, 9, 624.97, 0.42, 226.30, 0.14, 0.00, 0.00, 0.00, 11:04:46, 104.0, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:20, 36, 68660.036, 6.44701, 4.2832, 608.11, 1.84, 2.03, 20.74, -16.46, 14.60, 5.4, 317.033, 14.99, 2.03, 0.01, 2386.63, 0.000, -16.39711, -68.10395, 4.2960, 9, 624.97, 0.15, 136.19, 0.17, 0.00, 0.00, 0.00, 11:04:46, 104.0, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:21, 56, 68661.056, 6.46401, 4.2834, 608.10, 1.85, 2.04, 20.78, -16.43, 14.60, 5.4, 317.046, 14.99, 2.04, 0.02, 2393.00, 0.000, -16.39712, -68.10396, 4.2970, 9, 624.89, 0.41, 78.94, 0.24, 0.00, 0.00, 0.00, 11:04:48, 105.6, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:21, 996, 68661.996, 6.47968, 4.2832, 608.11, 1.81, 2.00, 20.86, -16.42, 14.60, 5.4, 316.998, 15.00, 2.00, 0.00, 2395.32, 0.000, -16.39713, -68.10397, 4.2950, 9, 625.04, 0.66, 68.65, 0.17, 0.00, 0.00, 0.00, 11:04:49, 108.8, 89.6, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:23, 66, 68663.066, 6.49751, 4.2832, 608.11, 1.76, 1.95, 20.65, -16.57, 14.61, 5.4, 316.940, 15.00, 1.95, 0.01, 2362.65, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 1.04, 61.18, 0.00, 0.00, 0.00, 0.00, 11:04:50, 114.7, 89.7, 0.03, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:24, 36, 68664.036, 6.51368, 4.2832, 608.11, 1.79, 1.98, 20.67, -16.53, 14.62, 5.4, 316.975, 15.00, 1.98, 0.00, 2370.05, 0.000, -16.39715, -68.10400, 4.2890, 9, 625.51, 1.04, 61.18, 0.00, 0.00, 0.00, 0.00, 11:04:51, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:25, 46, 68665.046, 6.53051, 4.2831, 608.12, 1.72, 1.91, 20.59, -16.63, 14.63, 5.4, 316.893, 15.01, 1.91, 0.01, 2348.98, 0.000, -16.39715, -68.10400, 4.2890, 9, 625.51, 1.03, 62.47, 0.00, 0.00, 0.00, 0.00, 11:04:52, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:26, 6, 68666.006, 6.54651, 4.2834, 608.10, 1.59, 1.78, 20.80, -16.62, 14.63, 5.4, 316.746, 15.02, 1.78, 0.01, 2351.02, 0.000, -16.39715, -68.10400, 4.2890, 9, 625.51, 0.96, 58.25, 0.00, 0.00, 0.00, 0.00, 11:04:53, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:27, 56, 68667.056, 6.56401, 4.2835, 608.09, 1.50, 1.69, 20.89, -16.64, 14.63, 5.4, 316.644, 15.03, 1.69, -0.03, 2346.02, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.84, 57.67, 0.00, 0.00, 0.00, 0.00, 11:04:54, 115.5, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:28, 46, 68668.046, 6.58051, 4.2842, 608.04, 1.52, 1.71, 21.31, -16.41, 14.65, 5.4, 316.674, 15.03, 1.71, 0.00, 2396.95, 0.000, -16.39714, -68.10400, 4.2890, 9, 625.51, 0.83, 59.22, -0.03, 0.00, 0.00, 0.00, 11:04:55, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:29, 6, 68669.006, 6.59651, 4.2839, 608.06, 1.49, 1.68, 21.01, -16.59, 14.65, 5.4, 316.637, 15.04, 1.68, 0.00, 2357.95, 0.000, -16.39715, -68.10400, 4.2880, 9, 625.59, 0.74, 56.92, -0.07, 0.00, 0.00, 0.00, 11:04:56, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:30, 16, 68670.016, 6.61334, 4.2842, 608.04, 1.42, 1.61, 20.44, -16.94, 14.64, 5.4, 316.559, 15.04, 1.61, 0.02, 2282.39, 0.000, -16.39715, -68.10400, 4.2880, 9, 625.59, 0.48, 56.92, -0.07, 0.00, 0.00, 0.00, 11:04:56, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:31, 46, 68671.046, 6.63051, 4.2842, 608.04, 1.39, 1.58, 20.41, -16.98, 14.66, 5.4, 316.524, 15.04, 1.58, 0.03, 2274.11, 0.000, -16.39715, -68.10400, 4.2870, 9, 625.66, 0.12, 62.47, -0.10, 0.00, 0.00, 0.00, 11:04:58, 116.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:32, 26, 68672.026, 6.64684, 4.2843, 608.03, 1.34, 1.53, 20.42, -17.01, 14.67, 5.4, 316.468, 15.05, 1.53, 0.02, 2267.09, 0.000, -16.39715, -68.10400, 4.2870, 9, 625.66, 0.03, 62.47, -0.07, 0.00, 0.00, 0.00, 11:04:59, 116.4, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:33, 26, 68673.026, 6.66351, 4.2842, 608.04, 1.22, 1.41, 20.60, -17.01, 14.67, 5.4, 316.328, 15.06, 1.41, 0.00, 2267.39, 0.000, -16.39715, -68.10400, 4.2870, 9, 625.66, 0.00, 62.47, -0.07, 0.00, 0.00, 0.00, 11:05:00, 116.0, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:34, 36, 68674.036, 6.68034, 4.2838, 608.07, 1.39, 1.58, 20.70, -16.83, 14.67, 5.4, 316.520, 15.07, 1.58, -0.01, 2306.39, 0.000, -16.39714, -68.10400, 4.2870, 9, 625.66, 0.05, 62.47, -0.07, 0.00, 0.00, 0.00, 11:05:01, 115.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:35, 36, 68675.036, 6.69701, 4.2843, 608.03, 1.46, 1.65, 20.57, -16.84, 14.68, 5.4, 316.606, 15.07, 1.65, 0.00, 2303.60, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.05, 62.47, 0.00, 0.00, 0.00, 0.00, 11:05:02, 114.6, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:36, 56, 68676.056, 6.71401, 4.2838, 608.07, 1.42, 1.61, 20.31, -17.01, 14.69, 5.4, 316.554, 15.08, 1.61, -0.02, 2267.73, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.05, 62.47, -0.03, 0.00, 0.00, 0.00, 11:05:03, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:37, 26, 68677.026, 6.73018, 4.2839, 608.06, 1.38, 1.57, 20.49, -16.94, 14.69, 5.4, 316.510, 15.08, 1.57, 0.01, 2281.33, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.11, 180.00, 0.00, 0.00, 0.00, 0.00, 11:05:04, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:38, 16, 68678.016, 6.74668, 4.2840, 608.05, 1.35, 1.54, 20.44, -16.99, 14.69, 5.4, 316.477, 15.09, 1.54, 0.04, 2270.88, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.11, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:05, 114.1, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:39, 36, 68679.036, 6.76368, 4.2847, 608.00, 1.39, 1.58, 20.41, -16.98, 14.70, 5.4, 316.530, 15.09, 1.58, 0.05, 2274.27, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.16, 180.00, -0.03, 0.00, 0.00, 0.00, 11:05:06, 113.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:40, 26, 68680.026, 6.78018, 4.2847, 608.00, 1.33, 1.52, 20.42, -17.02, 14.70, 5.4, 316.461, 15.10, 1.52, 0.07, 2265.57, 0.000, -16.39714, -68.10400, 4.2880, 9, 625.59, 0.16, 180.00, -0.17, 0.00, 0.00, 0.00, 11:05:06, 113.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:41, 26, 68681.026, 6.79684, 4.2847, 608.00, 1.42, 1.61, 20.51, -16.90, 14.72, 5.4, 316.565, 15.11, 1.61, 0.06, 2290.37, 0.000, -16.39713, -68.10400, 4.2890, 9, 625.51, 0.16, 180.00, -0.31, 0.00, 0.00, 0.00, 11:05:08, 113.2, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:42, 6, 68682.006, 6.81318, 4.2850, 607.98, 1.38, 1.57, 20.44, -16.97, 14.71, 5.4, 316.522, 15.11, 1.57, 0.07, 2276.05, 0.000, -16.39713, -68.10400, 4.2890, 9, 625.51, 0.13, 180.00, -0.41, 0.00, 0.00, 0.00, 11:05:09, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:43, 16, 68683.016, 6.83001, 4.2851, 607.97, 1.34, 1.53, 20.41, -17.01, 14.72, 5.4, 316.477, 15.12, 1.53, 0.06, 2266.20, 0.000, -16.39713, -68.10400, 4.2890, 9, 625.51, 0.11, 180.00, -0.41, 0.00, 0.00, 0.00, 11:05:10, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:44, 46, 68684.046, 6.84718, 4.2848, 607.99, 1.49, 1.68, 20.41, -16.90, 14.73, 5.4, 316.647, 15.12, 1.68, 0.03, 2290.73, 0.000, -16.39713, -68.10400, 4.2890, 9, 625.51, 0.08, 180.00, -0.38, 0.00, 0.00, 0.00, 11:05:11, 112.7, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:44, 996, 68684.996, 6.86301, 4.2846, 608.01, 1.56, 1.75, 20.48, -16.81, 14.74, 5.4, 316.725, 15.13, 1.75, 0.02, 2310.12, 0.000, -16.39713, -68.10400, 4.2900, 9, 625.43, 0.11, 180.00, -0.31, 0.00, 0.00, 0.00, 11:05:12, 112.3, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:46, 46, 68686.046, 6.88051, 4.2842, 608.04, 1.50, 1.69, 20.46, -16.87, 14.74, 5.4, 316.651, 15.13, 1.69, 0.03, 2297.82, 0.000, -16.39713, -68.10400, 4.2900, 9, 625.43, 0.13, 180.00, -0.28, 0.00, 0.00, 0.00, 11:05:13, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:47, 16, 68687.016, 6.89668, 4.2843, 608.03, 1.41, 1.60, 20.63, -16.85, 14.75, 5.4, 316.549, 15.14, 1.60, 0.04, 2302.04, 0.000, -16.39713, -68.10400, 4.2900, 9, 625.43, 0.11, 180.00, -0.28, 0.00, 0.00, 0.00, 11:05:14, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:48, 16, 68688.016, 6.91334, 4.2844, 608.02, 1.49, 1.68, 20.56, -16.82, 14.76, 5.4, 316.643, 15.14, 1.68, 0.04, 2307.49, 0.000, -16.39713, -68.10400, 4.2910, 9, 625.35, 0.11, 180.00, -0.17, 0.00, 0.00, 0.00, 11:05:15, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
26-07-2023, 19:04:49, 46, 68689.046, 6.93051, 4.2844, 608.02, 1.65, 1.84, 20.45, -16.76, 14.76, 5.4, 316.827, 15.15, 1.84, 0.04, 2321.67, 0.000, -16.39713, -68.10400, 4.2910, 9, 625.35, 0.08, 180.00, -0.17, 0.00, 0.00, 0.00, 11:05:15, 111.8, 89.7, 0.02, 0.00000, 0.00000, 0.000
